r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
76.0,100,39.550639,1.0,4.0,76.0,0.29,71.0,259.48,1.0,25.48,0.12,0.39
63.791443,100,39.943285,0.93,1.0,63.79,0.08,92.0,319.19,4.29,28.62,0.19,0.35
39.548874,100,40.259396,-1.0,5.0,39.55,0.26,74.0,398.82,2.71,41.37,0.28,0.38
3.73778,100,40.670582,0.53,3.0,3.74,0.25,75.0,297.5,10.25,19.4,0.19,0.3
40.106655,100,41.29826,0.8,2.0,40.11,0.25,75.0,196.96,2.98,32.56,0.23,0.4
-7.228572,100,41.793323,0.0,2.0,-7.23,0.21,79.0,448.44,13.39,13.87,0.4,0.62
3.1666665,100,42.127994,-1.0,5.0,3.17,0.21,79.0,469.89,11.41,16.7,0.29,0.47
38.05713,100,42.524204,0.53,1.0,38.06,0.19,81.0,379.2,5.43,24.5,0.22,0.31
4.2,100,43.206153,0.0,2.0,4.2,0.21,79.0,425.93,11.22,16.21,0.18,0.37
18.866663,100,43.777587,0.93,2.0,18.87,0.11,89.0,506.76,10.97,19.59,0.25,0.64
32.85142,100,44.506289,0.0,2.0,32.85,0.12,88.0,262.35,8.35,28.94,0.29,0.54
63.824295,100,45.075094,0.93,1.0,63.82,0.18,82.0,240.84,1.76,33.66,0.25,0.69
38.792046,100,45.731099,0.53,0.0,38.79,0.18,82.0,475.3,5.61,23.71,0.2,0.53
44.77888,100,46.201581,0.93,1.0,44.78,0.17,83.0,426.97,4.84,26.4,0.31,0.61
7.0714283,100,46.571201,0.0,3.0,7.07,0.11,89.0,277.11,12.95,13.99,0.33,0.43
12.200002,100,47.551879,0.0,2.0,12.2,0.17,83.0,586.76,10.72,18.92,0.19,0.34
41.277767,100,48.65167,0.53,1.0,41.28,0.15,85.0,366.32,6.07,23.42,0.3,0.91
20.708569,100,49.555799,0.0,3.0,20.71,0.18,82.0,379.86,8.92,22.62,0.18,1.02
25.378088,100,50.20667,-1.0,5.0,25.38,0.18,82.0,398.07,8.06,26.64,0.22,0.84
28.30952,100,50.668111,0.8,3.0,28.31,0.17,83.0,393.99,7.81,27.43,0.28,0.62
39.466644,100,51.153885,0.53,0.0,39.47,0.18,82.0,431.28,5.49,26.62,0.14,0.43
18.765703,100,51.47269,-1.0,5.0,18.77,0.2,80.0,445.98,8.73,23.67,0.23,0.45
25.593634,100,52.017748,0.93,0.0,25.59,0.18,82.0,484.62,8.03,26.1,0.2,0.29
53.90901,100,52.627017,-1.0,5.0,53.91,0.16,84.0,427.28,3.52,38.98,0.22,0.51
39.13491,100,53.113739,0.53,3.0,39.13,0.18,82.0,517.13,5.55,23.3,0.17,0.57
55.75477,100,53.48566,0.93,2.0,55.75,0.23,77.0,415.43,1.44,29.5,0.27,0.46
10.081273,100,53.926179,-1.0,5.0,10.08,0.24,76.0,439.63,9.27,23.23,0.2,0.35
11.9942875,100,54.275569,0.53,2.0,11.99,0.19,81.0,277.29,10.26,20.1,0.15,0.42
23.662214,100,54.644554,0.93,3.0,23.66,0.21,79.0,498.75,7.52,26.57,0.17,0.32
-3.5587306,100,54.958163,0.0,4.0,-3.56,0.24,76.0,209.31,11.97,17.97,0.15,0.34
19.487606,100,55.278851,-1.0,4.0,19.49,0.2,80.0,370.44,8.6,22.54,0.25,0.29
38.846653,100,55.608355,0.8,0.0,38.85,0.22,78.0,259.55,4.3,29.34,0.19,0.3
29.822206,100,55.989627,0.53,0.0,29.82,0.22,78.0,481.13,6.03,23.8,0.29,0.31
31.066654,100,56.66971,0.8,0.0,31.07,0.2,80.0,454.52,6.42,25.86,0.27,0.35
45.56095,100,57.35923,-1.0,5.0,45.56,0.2,80.0,247.56,3.71,29.15,0.2,0.64
22.590788,100,57.902564,1.0,1.0,22.59,0.26,74.0,409.09,6.15,26.34,0.14,0.65
11.834925,100,58.414579,-1.0,5.0,11.83,0.28,72.0,340.25,7.7,21.68,0.2,0.5
55.443325,100,59.087684,1.0,2.0,55.44,0.2,80.0,371.14,1.85,30.63,0.15,0.48
16.105406,100,59.704696,0.53,2.0,16.11,0.2,80.0,436.24,9.23,20.01,0.27,0.64
50.49588,100,60.264698,0.53,2.0,50.5,0.16,84.0,281.23,4.13,30.54,0.23,0.57
48.058075,100,60.864082,0.82,4.0,48.06,0.19,81.0,416.13,3.58,35.0,0.15,0.52
9.4000025,100,61.483664,0.8,1.0,9.4,0.15,85.0,371.47,11.69,20.31,0.2,0.56
58.87666,100,61.954915,0.93,0.0,58.88,0.16,84.0,272.27,2.63,41.82,0.11,0.57
-0.5333334,100,62.51724,0.0,4.0,-0.53,0.16,84.0,492.86,13.24,14.24,0.18,0.44
36.6111,100,63.134733,0.93,2.0,36.61,0.16,84.0,491.72,6.61,26.97,0.17,0.53
29.6495,100,63.575035,0.93,3.0,29.65,0.17,83.0,237.81,7.57,29.04,0.15,0.58
22.151745,100,64.037367,-1.0,5.0,22.15,0.16,84.0,406.32,9.19,24.25,0.2,0.41
26.135866,100,64.704958,0.0,1.0,26.14,0.2,80.0,385.04,7.35,26.16,0.2,0.42
64.33334,100,65.187548,0.93,4.0,64.33,0.15,85.0,467.57,2.0,38.04,0.1,0.64
30.68887,100,65.74893,-1.0,5.0,30.69,0.15,85.0,355.33,7.94,23.61,0.07,0.45
7.333336,100,66.286708,0.8,1.0,7.33,0.18,82.0,392.7,11.37,19.6,0.2,0.53
18.76349,100,66.788968,-1.0,4.0,18.76,0.22,78.0,410.42,8.16,21.02,0.34,0.5
25.631418,100,67.26081,0.0,2.0,25.63,0.18,82.0,391.56,8.02,28.18,0.26,0.45
35.19285,100,67.81693,0.93,1.0,35.19,0.14,86.0,372.36,7.42,26.74,0.25,0.42
14.364449,100,68.467678,-1.0,5.0,14.36,0.18,82.0,326.83,10.08,20.93,0.27,0.51
49.007122,100,69.399765,1.0,1.0,49.01,0.21,79.0,294.45,2.71,39.59,0.24,0.62
19.999998,100,69.813429,0.0,3.0,20.0,0.12,88.0,410.63,10.55,25.28,0.14,0.89
47.89523,100,70.253306,0.53,2.0,47.9,0.13,87.0,191.66,5.5,27.13,0.25,0.38
20.985716,100,70.620728,1.0,0.0,20.99,0.12,88.0,243.44,10.38,17.41,0.26,0.42
43.114277,100,70.950509,-1.0,4.0,43.11,0.19,81.0,313.66,4.5,30.77,0.13,0.34
46.201572,100,71.275721,0.53,1.0,46.2,0.14,86.0,507.96,5.5,24.85,0.23,0.31
35.99999,100,71.917058,-1.0,5.0,36.0,0.22,78.0,432.61,4.85,28.16,0.26,0.3
20.125715,100,72.567627,0.53,0.0,20.13,0.17,83.0,450.76,9.29,17.64,0.19,0.61
36.975224,100,73.26136,0.2,4.0,36.98,0.15,85.0,551.54,6.83,30.93,0.21,0.59
17.852379,100,73.870374,0.0,3.0,17.85,0.11,89.0,346.91,11.14,15.63,0.3,0.65
45.59998,100,74.362939,0.8,3.0,45.6,0.12,88.0,378.91,6.18,27.85,0.25,0.58
25.702383,100,75.005041,-1.0,5.0,25.7,0.22,78.0,390.09,6.83,19.51,0.28,0.45
15.000004,100,75.577685,0.0,2.0,15.0,0.21,79.0,454.48,9.16,21.29,0.16,0.6
-6.7999997,100,76.141427,0.0,4.0,-6.8,0.18,82.0,342.4,13.95,11.86,0.16,0.52
38.437767,100,76.768152,0.0,1.0,38.44,0.17,83.0,306.88,5.98,33.24,0.1,0.52
57.923798,100,77.345322,1.0,0.0,57.92,0.09,91.0,544.93,4.97,27.89,0.12,0.6
43.88729,100,78.057571,0.53,2.0,43.89,0.2,80.0,366.61,4.02,33.91,0.24,0.55
47.70856,100,78.664764,0.53,3.0,47.71,0.18,82.0,280.43,3.98,34.13,0.09,0.67
59.827606,100,79.201735,0.93,0.0,59.83,0.08,92.0,385.93,4.94,27.68,0.15,0.56
13.184775,100,80.123888,0.53,2.0,13.18,0.18,82.0,409.47,10.3,16.76,0.16,0.5
72.08574,100,80.647052,1.0,1.0,72.09,0.14,86.0,334.74,1.68,36.89,0.25,0.87
26.507294,100,81.287966,0.8,2.0,26.51,0.17,83.0,457.93,8.14,30.98,0.19,0.48
33.46666,100,81.787343,1.0,0.0,33.47,0.16,84.0,397.86,7.17,22.01,0.19,0.59
55.904743,100,82.306056,0.62,4.0,55.9,0.13,87.0,271.85,4.12,34.85,0.19,0.47
14.133334,100,82.780631,1.0,0.0,14.13,0.19,81.0,342.89,9.86,18.71,0.18,0.49
22.427307,100,83.575404,0.53,2.0,22.43,0.17,83.0,558.22,8.87,19.88,0.09,0.44
48.41649,100,84.554126,0.91,4.0,48.42,0.2,80.0,416.63,3.17,37.31,0.23,0.74
42.1838,100,85.154078,0.0,2.0,42.18,0.15,85.0,579.82,5.91,31.17,0.16,0.91
19.165075,100,85.625844,0.0,0.0,19.17,0.13,87.0,319.09,10.45,18.48,0.23,0.55
36.099033,100,86.379705,0.53,0.0,36.1,0.14,86.0,222.15,7.26,25.01,0.14,0.44
15.2000065,100,87.097376,0.0,2.0,15.2,0.16,84.0,495.8,10.43,23.23,0.13,0.71
22.471746,100,87.591727,0.8,0.0,22.47,0.19,81.0,489.92,8.32,27.15,0.16,0.68
25.579674,100,88.11728,-1.0,5.0,25.58,0.18,82.0,388.85,8.03,27.43,0.16,0.45
29.351097,100,88.925124,0.8,1.0,29.35,0.19,81.0,517.7,7.05,26.25,0.17,0.48
29.415218,100,89.383473,-1.0,5.0,29.42,0.18,82.0,482.41,7.33,29.86,0.14,0.76
71.00017,100,90.002319,0.8,1.0,71.0,0.11,89.0,195.19,2.18,33.4,0.18,0.42
43.399986,100,90.521559,0.53,1.0,43.4,0.14,86.0,257.65,5.99,22.88,0.26,0.59
31.999985,100,90.957723,0.53,3.0,32.0,0.16,84.0,589.61,7.43,20.6,0.16,0.49
39.68189,100,91.470198,0.0,3.0,39.68,0.13,87.0,420.92,6.92,28.66,0.18,0.4
34.996815,100,91.943295,0.53,0.0,35.0,0.12,88.0,368.79,7.99,23.34,0.08,0.48
43.840935,100,92.447834,-1.0,5.0,43.84,0.18,82.0,503.4,4.69,30.52,0.25,0.43
37.933304,100,92.976954,0.53,1.0,37.93,0.19,81.0,364.7,5.46,27.47,0.16,0.46
26.293642,100,93.47939,0.0,0.0,26.29,0.18,82.0,372.71,7.9,25.57,0.32,0.49
62.580917,100,93.951028,0.8,4.0,62.58,0.13,87.0,425.07,2.97,30.59,0.24,0.47
29.31141,100,94.431849,0.8,2.0,29.31,0.19,81.0,486.36,7.05,25.98,0.3,0.44
15.121914,100,94.82544,0.53,1.0,15.12,0.17,83.0,421.75,10.19,14.44,0.11,0.45
44.46664,100,95.204682,-1.0,5.0,44.47,0.22,78.0,464.1,3.22,34.03,0.36,0.33
37.089027,100,95.520938,0.53,2.0,37.09,0.23,77.0,396.65,4.29,30.8,0.26,0.35
44.466656,100,95.852309,0.93,0.0,44.47,0.17,83.0,504.41,4.89,30.99,0.17,0.29
27.599987,100,96.154283,0.53,0.0,27.6,0.18,82.0,556.8,7.66,20.32,0.24,0.31
54.07555,100,96.620196,1.0,2.0,54.08,0.16,84.0,199.29,3.49,26.76,0.23,0.27
32.053967,100,97.405324,0.8,1.0,32.05,0.14,86.0,415.49,7.97,22.6,0.17,0.43
46.209976,100,98.045353,0.8,0.0,46.21,0.12,88.0,442.49,6.08,31.72,0.18,0.72
19.054598,100,98.592273,0.18,4.0,19.05,0.17,83.0,431.76,9.48,22.42,0.17,0.59
27.133322,100,98.922495,-1.0,5.0,27.13,0.11,89.0,357.18,9.57,21.89,0.1,0.52
44.885696,100,99.238524,0.8,0.0,44.89,0.13,87.0,464.79,6.02,27.76,0.24,0.31
45.1838,100,99.631965,1.0,1.0,45.18,0.2,80.0,496.87,3.78,30.37,0.15,0.29
21.266659,100,100.277573,0.0,0.0,21.27,0.13,87.0,356.03,10.09,22.04,0.1,0.37
70.88732,100,100.970555,0.93,0.0,70.89,0.12,88.0,317.29,1.87,37.24,0.24,0.61
37.266655,100,101.664247,0.53,3.0,37.27,0.19,81.0,394.88,5.58,19.94,0.31,0.65
36.55618,100,102.312518,0.8,3.0,36.56,0.12,88.0,344.11,7.72,25.34,0.17,0.64
47.24571,100,103.178772,0.53,1.0,47.25,0.06,94.0,387.66,7.5,22.13,0.2,0.6
38.435383,100,103.694757,0.93,1.0,38.44,0.25,75.0,378.04,3.31,30.06,0.18,0.83
28.248402,100,104.286822,-1.0,5.0,28.25,0.2,80.0,447.59,6.95,27.78,0.17,0.47
28.9238,100,105.049241,0.8,2.0,28.92,0.14,86.0,489.07,8.51,25.1,0.27,0.56
34.777756,100,105.569103,0.93,0.0,34.78,0.17,83.0,571.27,6.64,29.17,0.07,0.72
30.544748,100,106.082736,0.53,0.0,30.54,0.16,84.0,333.17,7.69,24.17,0.23,0.48
31.781263,100,106.501093,1.0,2.0,31.78,0.15,85.0,404.68,7.74,19.56,0.24,0.49
62.0946,100,106.969425,0.93,0.0,62.09,0.15,85.0,477.22,2.4,40.25,0.14,0.38
32.866646,100,107.629517,0.53,1.0,32.87,0.21,79.0,583.16,5.77,26.23,0.16,0.43
57.702206,100,108.347026,-1.0,5.0,57.7,0.15,85.0,457.43,3.17,44.95,0.23,0.61
29.540308,100,109.379128,0.53,3.0,29.54,0.14,86.0,561.21,8.41,26.43,0.13,0.68
25.169506,100,110.209769,0.93,3.0,25.17,0.18,82.0,414.16,8.1,23.14,0.21,0.97
45.917145,100,110.677373,-1.0,5.0,45.92,0.22,78.0,447.49,2.94,31.88,0.23,0.78
36.472374,100,111.091407,0.0,0.0,36.47,0.15,85.0,289.36,6.92,25.58,0.17,0.44
37.78729,100,111.471117,0.26,4.0,37.79,0.1,90.0,280.44,8.04,26.84,0.1,0.39
53.886658,100,111.955454,0.93,4.0,53.89,0.2,80.0,337.54,2.15,40.64,0.21,0.35
